,Y
0.0,0.0
0.20202020202020202,0.3145092897186639
0.40404040404040403,0.5783700491835684
0.6060606060606061,0.7490901800834279
0.8080808080808081,0.7991769373786854
1.0101010101010102,0.7205643569623644
1.2121212121212122,0.5259121973462204
1.4141414141414141,0.2465672139920615
1.6161616161616161,-0.07248491762672615
1.8181818181818181,-0.37986408865779153
2.0202020202020203,-0.6260700021233618
2.2222222222222223,-0.7714536935430227
2.4242424242424243,-0.7926025944045416
2.6262626262626263,-0.6861108887904415
2.8282828282828283,-0.4691279854777881
3.0303030303030303,-0.17659677964405063
3.2323232323232323,0.14437354588792872
3.4343434343434343,0.4420939765971248
3.6363636363636362,0.6686196576418072
3.8383838383838382,0.787470926307059
4.040404040404041,0.7795079915804286
4.242424242424242,0.6460132033116501
4.444444444444445,0.40848454277942636
4.646464646464646,0.10517359091436673
4.848484848484849,-0.21507450072830725
5.05050505050505,-0.500687026068013
5.252525252525253,-0.70566898558197
5.454545454545454,-0.7970101143358579
5.656565656565657,-0.7600008502457012
5.858585858585858,-0.6006011598155632
6.0606060606060606,-0.34448074599893075
6.262626262626262,-0.03288520297014941
6.4646464646464645,0.2840061683599995
6.666666666666667,0.555161227661645
6.8686868686868685,0.7369132036391457
7.070707070707071,0.7999927845268269
7.2727272727272725,0.7342416437969022
7.474747474747475,0.5502483355854276
7.6767676767676765,0.27764311547491616
7.878787878787879,-0.039673711553338986
8.080808080808081,-0.35060148984575035
8.282828282828282,-0.6050684552275136
8.484848484848484,-0.7620952846196567
8.686868686868687,-0.7963944002649852
8.88888888888889,-0.7024422775706531
9.09090909090909,-0.49536895270489567
9.292929292929292,-0.2085214837739795
9.494949494949495,0.1119062545630728
9.696969696969697,0.41431262594815754
9.8989898989899,0.6499981523349251
10.1010101010101,-1.2189919291526325
10.303030303030303,-1.2137554367292172
10.505050505050505,-1.3351356543727642
10.707070707070708,-1.56358552949533
10.909090909090908,-1.8623155274476724
11.11111111111111,-2.183218212826126
11.313131313131313,-2.474615463870145
11.515151515151516,-2.689580709671227
11.717171717171716,-2.7934959783239885
11.919191919191919,-2.7696267700847352
12.121212121212121,-2.6218169787752363
12.323232323232324,-2.3738698716809763
12.525252525252524,-2.0657148148509834
12.727272727272727,-1.7469770537991907
12.929292929292929,-1.4689860711875848
13.131313131313131,-1.2765094944069855
13.333333333333334,-1.2005437233759215
13.535353535353535,-1.2533222748078687
13.737373737373737,-1.4263456984597465
13.93939393939394,-1.6917503273623535
14.141414141414142,-2.0067954386947955
14.343434343434343,-2.3207462135685923
14.545454545454545,-2.583044064879341
14.747474747474747,-2.7514485848174877
14.94949494949495,-2.798839933995817
15.15151515151515,-2.7175862164383107
15.353535353535353,-2.5207725189976413
15.555555555555555,-2.240093690872365
15.757575757575758,-1.9207502097037286
15.959595959595958,-1.614169103233201
16.161616161616163,-1.369722148237841
16.363636363636363,-1.2267750467819645
16.565656565656564,-1.2083479792845662
16.767676767676768,-1.317408438014207
16.96969696969697,-1.536393342565856
17.171717171717173,-1.8300373957738238
17.373737373737374,-2.151052202036037
17.575757575757574,-2.4477415836611507
17.77777777777778,-2.6723267258019163
17.97979797979798,-2.7886404698461393
18.18181818181818,-2.7779516673771227
18.383838383838384,-2.641981641589204
18.585858585858585,-2.4026269856510156
18.78787878787879,-2.0984333385276432
18.98989898989899,-1.7783880008902835
19.19191919191919,-1.494031027343997
19.393939393939394,-1.2911552235334387
19.595959595959595,-1.2024316793849148
19.7979797979798,-1.2421484215384204
20.0,-1.403909471616521
