,tau2,tau3,tau4
206,10000.0,10000.0,6.300210952758789
207,10000.0,4.700146317481995,2.0
208,25.300159096717834,10000.0,10000.0
209,10000.0,31.400070309638977,10000.0
210,10000.0,20.300329566001892,10000.0
211,10000.0,10000.0,26.20000922679901
212,10000.0,10000.0,44.800090193748474
213,10000.0,16.900564670562744,10000.0
214,10000.0,16.70033311843872,10000.0
215,10000.0,10000.0,28.3000568151474
216,10000.0,39.40039348602295,10000.0
217,10000.0,20.20021378993988,10000.0
218,10000.0,20.600080966949463,29.800005674362183
219,20.20021378993988,10000.0,10000.0
220,10000.0,10000.0,19.700230836868286
221,10000.0,10000.0,10000.0
222,43.800124287605286,10000.0,10000.0
223,10000.0,10000.0,5.800227999687195
224,10000.0,10000.0,16.100234389305115
225,10000.0,10000.0,10000.0
226,10000.0,10000.0,2.0
227,10000.0,10000.0,36.30037999153137
228,16.60021734237671,10000.0,10000.0
229,10000.0,17.200316071510315,15.900002837181091
230,10000.0,10000.0,42.700042605400085
231,10000.0,10000.0,17.500067472457886
232,10000.0,10000.0,4.300279140472412
233,10000.0,10000.0,3.9004119634628296
234,10000.0,10000.0,10000.0
235,10000.0,10000.0,10000.0
236,10000.0,10000.0,10000.0
237,10000.0,10000.0,10000.0
238,10000.0,10000.0,6.000459551811218
239,10000.0,10000.0,10000.0
240,10000.0,10000.0,3.800296187400818
241,10000.0,3.1000816822052,4.000527739524841
242,10000.0,10000.0,10000.0
243,10000.0,3.200197458267212,2.2002315521240234
244,10000.0,2.0,2.0
245,8.900241494178772,10000.0,10000.0
246,10000.0,42.00042402744293,10000.0
247,10000.0,7.70004403591156,10000.0
248,10000.0,10000.0,10.400190353393555
249,16.60021734237671,4.800262093544006,16.100234389305115
250,10000.0,10000.0,33.8004652261734
251,10000.0,4.900377869606018,10.100438952445984
252,10000.0,10000.0,29.900121450424194
253,10000.0,26.400240778923035,10000.0
254,46.90013778209686,10000.0,10000.0
255,10000.0,2.0,10000.0
256,10000.0,10000.0,2.0
257,10000.0,10000.0,10000.0
258,10000.0,10000.0,36.400495767593384
259,10000.0,10000.0,10000.0
260,10000.0,10000.0,40.80022656917572
261,10000.0,10000.0,2.300347328186035
262,10000.0,10000.0,28.500288367271423
263,10000.0,10000.0,2.0
264,10000.0,10000.0,10000.0
265,10000.0,5.800227999687195,10000.0
266,2.0,2.0,10000.0
267,10000.0,10000.0,10000.0
268,10000.0,6.300210952758789,10000.0
269,10000.0,10000.0,70.50004827976227
270,10000.0,10000.0,10000.0
271,10000.0,10000.0,2.1001157760620117
272,10000.0,10000.0,57.300259947776794
273,10000.0,10000.0,10000.0
274,21.20017969608307,10000.0,10000.0
275,2.5005788803100586,10000.0,10000.0
276,67.20039916038513,21.700162649154663,10000.0
277,10000.0,10000.0,10000.0
278,10000.0,2.0,2.0
279,28.40017259120941,2.0,10000.0
280,10000.0,81.70050072669983,2.0
281,82.600350856781,10000.0,10000.0
282,10000.0,10000.0,46.700502157211304
283,10000.0,10000.0,10000.0
284,10000.0,10000.0,10000.0
285,19.10013210773468,25.200043320655823,2.0
286,10000.0,71.80036151409149,10000.0
287,10000.0,10000.0,10000.0
288,10000.0,10000.0,10000.0
289,2.0,10000.0,10000.0
290,10000.0,74.60002768039703,10000.0
291,10000.0,56.200178265571594,10000.0
292,8.000391364097595,9.400224447250366,6.200095176696777
293,10000.0,10000.0,2.0
294,10000.0,10000.0,10000.0
295,10000.0,41.60055685043335,2.0
296,10000.0,10000.0,78.10050427913666
297,65.40010297298431,10000.0,10000.0
298,10000.0,10000.0,10000.0
299,10000.0,10000.0,10000.0
300,10000.0,69.60019814968109,10000.0
301,10000.0,61.20000779628754,10000.0
302,10000.0,2.0,2.0
303,10000.0,15.60025143623352,10000.0
304,10000.0,10000.0,2.1001157760620117
305,10000.0,10000.0,10000.0
306,10000.0,10000.0,10000.0
307,44.800090193748474,10000.0,10000.0
308,10000.0,10000.0,10000.0
309,10000.0,10000.0,4.600030541419983
310,10000.0,10000.0,10.200554728507996
311,10000.0,10000.0,10000.0
312,35.600165486335754,4.100047588348389,10000.0
313,14.000186800956726,10000.0,10000.0
314,10000.0,2.0,2.0
315,10000.0,10000.0,2.0
316,10000.0,42.700042605400085,10000.0
317,10000.0,16.500101566314697,2.2002315521240234
318,17.300431847572327,10000.0,10000.0
319,10000.0,10000.0,10000.0
320,10000.0,10000.0,17.00008451938629
321,10000.0,10000.0,10000.0
322,10000.0,10000.0,40.80022656917572
323,46.000287652015686,10000.0,10000.0
324,10000.0,10000.0,43.20002555847168
325,10000.0,10000.0,10000.0
326,10000.0,33.60023367404938,10000.0
327,10000.0,10000.0,2.0
328,10.800057530403137,10000.0,10000.0
329,10000.0,10000.0,10000.0
330,10000.0,10000.0,16.40058171749115
331,33.500117897987366,10000.0,10000.0
332,10000.0,10000.0,10.100438952445984
333,12.30000638961792,32.7003835439682,10000.0
334,10000.0,10000.0,39.00052630901337
335,10000.0,28.500288367271423,10000.0
336,46.40015482902527,2.0,10000.0
337,10000.0,10000.0,19.10013210773468
338,43.30014133453369,10000.0,10000.0
339,21.700162649154663,17.00008451938629,10000.0
340,37.10011434555054,10000.0,10000.0
341,10000.0,16.300465941429138,10000.0
342,10000.0,10000.0,25.80014204978943
343,10000.0,10000.0,2.0
344,10000.0,10000.0,13.800551176071167
345,10000.0,2.8003302812576294,2.0
346,10000.0,10000.0,10000.0
347,2.0,2.0,23.600574612617493
348,5.00049364566803,10000.0,10000.0
349,32.100284814834595,10000.0,10000.0
350,10000.0,9.200588822364807,10000.0
351,10.300074577331543,10000.0,10000.0
352,20.900428295135498,10000.0,10000.0
353,10000.0,10000.0,9.400224447250366
354,10000.0,2.1001157760620117,2.0
355,10000.0,10000.0,34.9005469083786
356,10000.0,10000.0,6.5004425048828125
357,10000.0,10000.0,10000.0
358,10000.0,21.400411248207092,10.600421905517578
359,10000.0,10000.0,2.0
360,10000.0,4.2001633644104,6.600558280944824
361,10000.0,10000.0,10000.0
362,10000.0,10000.0,10000.0
363,10000.0,10000.0,32.200400590896606
364,10000.0,10000.0,14.600285530090332
365,10000.0,21.400411248207092,10000.0
366,10000.0,3.800296187400818,9.400224447250366
367,44.900205969810486,10000.0,10000.0
368,10000.0,10000.0,2.0
369,24.200077414512634,10000.0,10000.0
370,7.3001768589019775,10000.0,10000.0
371,10000.0,10000.0,10000.0
372,9.000357270240784,15.800482988357544,10000.0
373,10000.0,4.300279140472412,3.9004119634628296
374,20.10009801387787,10000.0,10000.0
375,2.0,2.0,10000.0
376,14.300534129142761,10000.0,10000.0
377,10000.0,10000.0,10000.0
378,2.0,10000.0,10000.0
379,10000.0,10000.0,4.900377869606018
380,10000.0,10000.0,10000.0
381,12.30000638961792,10000.0,10000.0
382,10000.0,2.900446057319641,9.100473046302795
383,10000.0,5.700112223625183,10000.0
384,10000.0,10000.0,20.500561118125916
385,10000.0,31.200434684753418,10000.0
386,5.600592374801636,2.0,8.300142765045166
387,10000.0,10000.0,10000.0
388,10000.0,10000.0,32.90001916885376
389,10000.0,10000.0,10000.0
390,10000.0,10000.0,10000.0
391,10000.0,10000.0,44.30010724067688
392,44.20058739185333,10000.0,10000.0
393,10000.0,41.100573897361755,2.0
394,10000.0,10000.0,44.00035583972931
395,10000.0,10000.0,2.0
396,10000.0,10000.0,7.400292634963989
397,10000.0,10000.0,10000.0
398,10000.0,10000.0,39.200161933898926
399,10000.0,10000.0,22.200145602226257
400,10000.0,2.7002145051956177,10.300074577331543
401,2.0,10000.0,10000.0
402,10000.0,10000.0,10000.0
403,39.40039348602295,10000.0,10000.0
404,3.800296187400818,3.700180411338806,4.2001633644104
405,7.400292634963989,10000.0,10000.0
406,10000.0,13.10033667087555,10000.0
407,10000.0,10000.0,43.800124287605286
408,10000.0,10000.0,45.20055329799652
409,10000.0,10000.0,10000.0
410,10000.0,10000.0,41.100573897361755
411,10.500306129455566,10000.0,10000.0
412,10000.0,10000.0,21.20017969608307
413,10000.0,10000.0,10000.0
414,10000.0,10000.0,10000.0
415,10000.0,8.700009942054749,3.800296187400818
416,10000.0,10000.0,10000.0
417,2.0,10000.0,10000.0
418,10000.0,10000.0,2.2002315521240234
419,28.700519919395447,4.400394916534424,10000.0
420,10000.0,10000.0,10000.0
421,2.8003302812576294,2.0,10000.0
422,10000.0,10000.0,2.0
423,10000.0,10000.0,10000.0
424,10000.0,10000.0,10000.0
425,10000.0,10000.0,32.200400590896606
426,10000.0,10000.0,6.400326728820801
427,44.40022301673889,4.5005106925964355,2.0
428,10000.0,10000.0,10000.0
429,43.20002555847168,10000.0,10000.0
430,10000.0,10000.0,52.50006604194641
431,10000.0,39.30027770996094,10000.0
432,10000.0,10000.0,8.900241494178772
433,2.0,10000.0,10000.0
434,2.0,10000.0,10000.0
435,51.10023295879364,2.0,10000.0
436,10000.0,10000.0,38.70017898082733
437,13.800551176071167,5.9003437757492065,10000.0
438,10000.0,10000.0,10000.0
439,2.0,10000.0,10000.0
440,10000.0,29.800005674362183,10000.0
441,10000.0,10000.0,49.70039987564087
442,10000.0,2.0,2.0
443,10000.0,10000.0,10000.0
444,10000.0,10000.0,6.300210952758789
445,10000.0,10000.0,10000.0
446,10000.0,24.100557565689087,10000.0
447,10000.0,10000.0,10000.0
448,10000.0,10000.0,10000.0
449,10000.0,10000.0,2.900446057319641
450,10000.0,52.800413370132446,10000.0
451,10000.0,10000.0,2.1001157760620117
452,2.0,2.0,10000.0
453,21.700162649154663,10000.0,10000.0
454,10000.0,10000.0,49.500168323516846
455,10000.0,10000.0,8.000391364097595
456,10000.0,2.7002145051956177,5.300245046615601
457,10000.0,38.900410532951355,2.400463104248047
458,44.20058739185333,10000.0,10000.0
459,10000.0,10000.0,34.300448179244995
460,13.700435400009155,10000.0,10000.0
461,10000.0,10000.0,10000.0
462,10000.0,2.0,2.0
463,10000.0,10000.0,48.90006959438324
464,41.000458121299744,10000.0,10000.0
465,49.60028409957886,10000.0,10000.0
466,8.900241494178772,10000.0,10000.0
467,2.0,10000.0,10000.0
468,10000.0,9.800091624259949,5.00049364566803
469,3.800296187400818,46.700502157211304,10000.0
470,41.60055685043335,10000.0,10000.0
471,10000.0,49.80051565170288,2.0
472,10000.0,39.00052630901337,10000.0
473,5.300245046615601,10000.0,10000.0
474,10000.0,10000.0,20.400445342063904
475,10000.0,10000.0,40.200127840042114
476,10000.0,43.10050570964813,10000.0
477,46.30003905296326,10000.0,10000.0
478,10000.0,47.40012073516846,10000.0
479,10000.0,10000.0,19.600115060806274
480,10000.0,10000.0,44.10047161579132
481,10000.0,40.50047516822815,10000.0
482,50.40001845359802,10000.0,10000.0
483,10000.0,10000.0,35.90051281452179
484,10000.0,10000.0,5.300245046615601
485,10000.0,49.00018537044525,10000.0
486,10000.0,10000.0,10000.0
487,10.800057530403137,10000.0,10000.0
488,10000.0,10000.0,2.0
489,10000.0,10000.0,32.100284814834595
490,10000.0,37.30034589767456,10.400190353393555
491,10000.0,10000.0,44.900205969810486
492,10000.0,10000.0,10000.0
493,10000.0,10000.0,10000.0
494,10000.0,2.0,2.0
495,10000.0,10000.0,5.800227999687195
496,10000.0,10000.0,10000.0
497,6.200095176696777,21.60004687309265,10000.0
498,10000.0,10000.0,16.900564670562744
499,10000.0,10000.0,5.600592374801636
500,2.0,2.0,2.0
501,10000.0,10000.0,10000.0
502,10000.0,10000.0,10000.0
503,10000.0,10000.0,17.500067472457886
504,10000.0,15.500135660171509,10000.0
505,7.70004403591156,10000.0,10000.0
506,10000.0,10000.0,40.1000120639801
507,10000.0,10000.0,10000.0
508,10000.0,10000.0,29.700485825538635
509,10000.0,38.80029475688934,10000.0
510,10000.0,10000.0,2.0
511,10000.0,7.800159811973572,14.100302577018738
512,10000.0,10000.0,10000.0
513,10000.0,52.20031464099884,2.0
514,10000.0,2.0,2.0
515,50.80048155784607,10000.0,10000.0
516,10000.0,10000.0,2.900446057319641
517,10000.0,10000.0,5.400360822677612
518,10000.0,10000.0,10000.0
519,10000.0,25.80014204978943,10000.0
520,10000.0,2.2002315521240234,2.0
521,10000.0,3.9004119634628296,2.400463104248047
522,52.400546193122864,10000.0,10000.0
523,10000.0,6.000459551811218,39.40039348602295
524,10000.0,10000.0,13.300568222999573
525,10000.0,10000.0,7.200061082839966
526,2.0,10000.0,10000.0
527,10000.0,10000.0,10000.0
528,48.400086641311646,10000.0,10000.0
529,18.200281977653503,25.60050642490387,10000.0
530,10000.0,2.900446057319641,2.8003302812576294
531,10000.0,10000.0,42.90027415752411
532,10000.0,10000.0,10000.0
533,10000.0,10000.0,23.300227284431458
534,10000.0,10000.0,10000.0
535,10000.0,10000.0,44.10047161579132
536,10000.0,10000.0,14.900036931037903
537,10000.0,10000.0,37.60009729862213
538,10000.0,7.3001768589019775,10000.0
539,18.400513529777527,10000.0,10000.0
540,10000.0,10000.0,10000.0
541,10000.0,39.100046157836914,10000.0
542,10000.0,10000.0,10000.0
543,36.90047872066498,10000.0,10000.0
544,10000.0,10000.0,40.40035939216614
545,43.60048866271973,10000.0,10000.0
546,10000.0,10000.0,10000.0
547,26.90022373199463,10000.0,10000.0
548,10000.0,31.400070309638977,10000.0
549,10000.0,10000.0,30.800567507743835
550,10000.0,33.8004652261734,10000.0
551,10000.0,10000.0,10000.0
552,10000.0,10000.0,42.8001583814621
553,10000.0,10000.0,37.60009729862213
554,10000.0,10.400190353393555,6.300210952758789
555,49.500168323516846,10000.0,10000.0
556,10000.0,37.20023012161255,10000.0
557,40.000492215156555,10000.0,10000.0
558,10000.0,10000.0,13.800551176071167
559,10000.0,10000.0,45.40018892288208
560,10000.0,10000.0,2.0
561,10000.0,10000.0,7.200061082839966
562,10000.0,10000.0,10000.0
563,10000.0,2.0,10000.0
564,10000.0,10000.0,10000.0
565,10000.0,45.0003217458725,2.0
566,10000.0,10000.0,10000.0
567,10000.0,10000.0,2.0
568,57.20014417171478,10000.0,10000.0
569,33.30048227310181,10000.0,10000.0
570,10000.0,46.90013778209686,10000.0
571,58.60057318210602,3.700180411338806,10000.0
572,20.900428295135498,17.40054762363434,10000.0
573,10000.0,10000.0,10000.0
574,10000.0,4.100047588348389,2.0
575,10000.0,30.900087356567383,12.400122165679932
576,10000.0,10000.0,45.80005609989166
577,10000.0,10000.0,10000.0
578,10000.0,15.30050003528595,2.0
579,10000.0,10000.0,33.10025072097778
580,10000.0,41.2000937461853,10000.0
581,10000.0,45.20055329799652,10000.0
582,55.30032813549042,10000.0,10000.0
583,10000.0,5.9003437757492065,4.900377869606018
584,10000.0,10000.0,10000.0
585,10000.0,10000.0,38.100080251693726
586,10000.0,3.500544786453247,36.50001561641693
587,10000.0,10000.0,2.2002315521240234
588,10000.0,10000.0,11.400156259536743
589,10000.0,10000.0,41.2000937461853
590,10000.0,10000.0,39.00052630901337
591,10000.0,42.500406980514526,10000.0
592,56.60004544258118,10000.0,10000.0
593,10000.0,10000.0,2.0
594,10000.0,10000.0,8.000391364097595
595,10000.0,10000.0,31.600301861763
596,10000.0,13.900071024894714,10000.0
597,10000.0,10000.0,10000.0
598,10000.0,10000.0,9.400224447250366
599,10000.0,10000.0,16.100234389305115
600,10000.0,10000.0,18.700264930725098
601,10000.0,10000.0,10000.0
602,19.400479435920715,10000.0,10000.0
603,15.30050003528595,10000.0,10000.0
604,10000.0,10000.0,10000.0
605,10000.0,10000.0,2.0
606,10000.0,10000.0,10000.0
607,10000.0,10000.0,7.400292634963989
608,10000.0,10000.0,25.000407695770264
609,10000.0,10000.0,6.10057532787323
610,3.800296187400818,4.5005106925964355,8.600490093231201
611,10000.0,10000.0,10000.0
612,6.400326728820801,20.500561118125916,16.100234389305115
613,10000.0,10000.0,6.800193905830383
614,10000.0,10000.0,37.00059449672699
615,10000.0,10000.0,10000.0
616,10000.0,58.80020880699158,10000.0
617,7.800159811973572,10000.0,10000.0
618,10000.0,10000.0,10000.0
619,10000.0,2.0,2.0
620,10000.0,10000.0,10000.0
621,10000.0,13.800551176071167,22.60001277923584
622,10000.0,32.400036215782166,10000.0
623,10000.0,10000.0,23.900326013565063
624,10000.0,18.200281977653503,27.600438237190247
625,10000.0,10000.0,30.30058455467224
626,10000.0,10000.0,38.80029475688934
627,18.600149154663086,10000.0,10000.0
628,10000.0,10000.0,6.300210952758789
629,10000.0,4.700146317481995,2.0
630,25.300159096717834,10000.0,10000.0
631,10000.0,31.400070309638977,10000.0
632,10000.0,20.300329566001892,10000.0
633,10000.0,10000.0,26.20000922679901
634,10000.0,10000.0,44.800090193748474
635,10000.0,16.900564670562744,10000.0
636,10000.0,16.70033311843872,10000.0
637,10000.0,10000.0,28.3000568151474
638,10000.0,39.40039348602295,10000.0
639,10000.0,20.20021378993988,10000.0
640,10000.0,20.600080966949463,29.800005674362183
641,20.20021378993988,10000.0,10000.0
642,10000.0,10000.0,19.700230836868286
643,10000.0,10000.0,10000.0
644,43.800124287605286,10000.0,10000.0
645,10000.0,10000.0,5.800227999687195
646,10000.0,10000.0,16.100234389305115
647,10000.0,10000.0,10000.0
648,10000.0,10000.0,2.0
649,10000.0,10000.0,36.30037999153137
650,16.60021734237671,10000.0,10000.0
651,10000.0,17.200316071510315,15.900002837181091
652,10000.0,10000.0,42.700042605400085
653,10000.0,10000.0,17.500067472457886
654,10000.0,10000.0,4.300279140472412
655,10000.0,10000.0,3.9004119634628296
656,10000.0,10000.0,10000.0
657,10000.0,10000.0,10000.0
658,10000.0,10000.0,10000.0
659,10000.0,10000.0,10000.0
660,10000.0,10000.0,6.000459551811218
661,10000.0,10000.0,10000.0
662,10000.0,10000.0,3.800296187400818
663,10000.0,3.1000816822052,4.000527739524841
664,10000.0,10000.0,10000.0
665,10000.0,3.200197458267212,2.2002315521240234
666,10000.0,2.0,2.0
667,8.900241494178772,10000.0,10000.0
668,10000.0,42.00042402744293,10000.0
669,10000.0,7.70004403591156,10000.0
670,10000.0,10000.0,10.400190353393555
671,16.60021734237671,4.800262093544006,16.100234389305115
672,10000.0,10000.0,33.8004652261734
673,10000.0,4.900377869606018,10.100438952445984
674,10000.0,10000.0,29.900121450424194
675,10000.0,26.400240778923035,10000.0
676,46.90013778209686,10000.0,10000.0
677,10000.0,2.0,10000.0
678,10000.0,10000.0,2.0
679,10000.0,10000.0,10000.0
680,10000.0,10000.0,36.400495767593384
681,10000.0,10000.0,10000.0
682,10000.0,10000.0,40.80022656917572
683,10000.0,10000.0,2.300347328186035
684,10000.0,10000.0,28.500288367271423
685,10000.0,10000.0,2.0
686,10000.0,10000.0,10000.0
687,10000.0,5.800227999687195,10000.0
688,2.0,2.0,10000.0
689,10000.0,10000.0,10000.0
690,10000.0,6.300210952758789,10000.0
691,10000.0,10000.0,70.50004827976227
692,10000.0,10000.0,10000.0
693,10000.0,10000.0,2.1001157760620117
694,10000.0,10000.0,57.300259947776794
695,10000.0,10000.0,10000.0
696,21.20017969608307,10000.0,10000.0
697,2.5005788803100586,10000.0,10000.0
698,67.20039916038513,21.700162649154663,10000.0
699,10000.0,10000.0,10000.0
700,10000.0,2.0,2.0
701,28.40017259120941,2.0,10000.0
702,10000.0,81.70050072669983,2.0
703,82.600350856781,10000.0,10000.0
704,10000.0,10000.0,46.700502157211304
705,10000.0,10000.0,10000.0
706,10000.0,10000.0,10000.0
707,19.10013210773468,25.200043320655823,2.0
708,10000.0,71.80036151409149,10000.0
709,10000.0,10000.0,10000.0
710,10000.0,10000.0,10000.0
711,2.0,10000.0,10000.0
712,10000.0,74.60002768039703,10000.0
713,10000.0,56.200178265571594,10000.0
714,8.000391364097595,9.400224447250366,6.200095176696777
715,10000.0,10000.0,2.0
716,10000.0,10000.0,10000.0
717,10000.0,41.60055685043335,2.0
718,10000.0,10000.0,78.10050427913666
719,65.40010297298431,10000.0,10000.0
720,10000.0,10000.0,10000.0
