,tau?,xMax?,yMin?
1020,60,10.1875,10.1875
1021,60,5.03125,4.6875
1022,60,11.21875,9.84375
1023,60,5.03125,4.6875
1024,60,5.03125,4.6875
1025,60,5.03125,4.6875
1026,60,5.375,5.03125
1027,60,5.375,4.6875
1028,60,5.03125,4.6875
1029,60,5.03125,4.6875
1030,60,5.71875,4.6875
1031,60,5.03125,4.6875
1032,60,7.4375,7.78125
1033,60,5.375,4.6875
1034,60,5.375,4.6875
1035,60,5.375,4.6875
1036,60,5.03125,4.6875
1037,60,5.03125,4.6875
1038,60,5.03125,4.6875
1039,60,5.03125,11.5625
1040,60,5.03125,5.71875
1041,60,5.03125,4.6875
1042,60,5.375,4.6875
1043,60,8.46875,4.6875
1044,60,5.375,4.6875
1045,60,5.375,4.6875
1046,60,8.125,5.03125
1047,60,10.53125,10.1875
1048,60,13.96875,4.6875
1049,60,13.96875,6.75
1050,60,5.03125,4.6875
1051,60,5.375,4.6875
1052,60,5.03125,5.03125
1053,60,10.875,9.84375
1054,60,10.875,11.5625
1055,60,6.40625,8.125
1056,60,5.375,4.6875
1057,60,13.28125,4.6875
1058,60,5.375,4.6875
1059,60,5.03125,4.6875
1060,60,10.53125,9.5
1061,60,5.375,5.71875
1062,60,5.03125,4.6875
1063,60,5.03125,4.6875
1064,60,5.03125,4.6875
1065,60,5.03125,4.6875
1066,60,5.03125,4.6875
1067,60,10.875,9.84375
1068,60,5.03125,10.1875
1069,60,5.03125,4.6875
1070,60,5.71875,4.6875
1071,60,5.71875,5.375
1072,60,5.375,9.15625
1073,60,5.03125,4.6875
1074,60,10.875,11.5625
1075,60,10.875,11.5625
1076,60,5.375,5.375
1077,60,5.03125,4.6875
1078,60,5.03125,4.6875
1079,60,5.03125,4.6875
1080,60,5.03125,4.6875
1081,60,10.875,11.5625
1082,60,5.375,10.1875
1083,60,5.375,4.6875
1084,60,5.03125,4.6875
1085,60,5.375,4.6875
1086,60,5.03125,9.5
1087,60,13.625,6.0625
1088,60,5.375,4.6875
1089,60,13.28125,4.6875
1090,60,11.21875,9.84375
1091,60,10.875,9.84375
1092,60,5.03125,4.6875
1093,60,5.03125,4.6875
1094,60,11.90625,9.5
1095,60,11.21875,9.84375
1096,60,5.03125,4.6875
1097,60,5.03125,4.6875
1098,60,5.03125,4.6875
1099,60,5.375,4.6875
1100,60,5.375,4.6875
1101,60,5.375,4.6875
1102,60,11.21875,9.84375
1103,60,5.71875,4.6875
1104,60,5.375,4.6875
1105,60,8.46875,4.6875
1106,60,5.03125,4.6875
1107,60,5.03125,4.6875
1108,60,5.03125,4.6875
1109,60,5.375,5.375
1110,60,5.375,4.6875
1111,60,11.90625,4.6875
1112,60,5.375,4.6875
1113,60,5.375,4.6875
1114,60,5.03125,4.6875
1115,60,10.1875,9.15625
1116,60,5.03125,4.6875
1117,60,5.03125,4.6875
1118,60,5.03125,4.6875
1119,60,5.03125,4.6875
1120,60,5.03125,10.875
1121,60,5.03125,4.6875
1122,60,5.03125,4.6875
1123,60,5.03125,4.6875
1124,60,5.03125,4.6875
1125,60,5.03125,4.6875
1126,60,5.71875,4.6875
1127,60,5.03125,4.6875
1128,60,5.03125,4.6875
1129,60,5.375,4.6875
1130,60,5.375,4.6875
1131,60,5.03125,4.6875
1132,60,5.03125,4.6875
1133,60,5.03125,4.6875
1134,60,5.03125,4.6875
1135,60,5.03125,4.6875
1136,60,6.75,6.40625
1137,60,5.375,4.6875
1138,60,5.03125,4.6875
1139,60,5.03125,4.6875
1140,60,11.21875,9.84375
1141,60,5.375,4.6875
1142,60,5.03125,4.6875
1143,60,5.03125,4.6875
1144,60,13.28125,5.03125
1145,60,10.875,9.5
1146,60,11.21875,4.6875
1147,60,11.21875,4.6875
1148,60,8.125,9.5
1149,60,5.03125,4.6875
1150,60,5.375,4.6875
1151,60,5.03125,4.6875
1152,60,5.375,5.03125
1153,60,5.03125,4.6875
1154,60,5.71875,4.6875
1155,60,5.71875,4.6875
1156,60,11.5625,10.53125
1157,60,10.53125,10.53125
1158,60,5.375,4.6875
1159,60,5.375,4.6875
1160,60,5.03125,4.6875
1161,60,9.5,4.6875
1162,60,5.375,4.6875
1163,60,5.03125,4.6875
1164,60,5.03125,5.03125
1165,60,7.4375,6.40625
1166,60,11.21875,9.84375
1167,60,12.9375,4.6875
1168,60,5.03125,5.03125
1169,60,5.03125,4.6875
1170,60,5.03125,4.6875
1171,60,10.53125,4.6875
1172,60,5.03125,5.03125
1173,60,5.03125,4.6875
1174,60,5.03125,5.03125
1175,60,5.03125,4.6875
1176,60,5.375,9.15625
1177,60,5.71875,4.6875
1178,60,5.03125,4.6875
1179,60,5.375,4.6875
1180,60,10.875,10.1875
1181,60,10.53125,10.53125
1182,60,10.875,9.84375
1183,60,5.03125,4.6875
1184,60,5.03125,4.6875
1185,60,5.375,4.6875
1186,60,5.03125,4.6875
1187,60,10.875,10.1875
1188,60,5.375,4.6875
1189,60,5.03125,4.6875
1190,60,5.03125,4.6875
1191,60,5.375,9.15625
1192,60,5.03125,4.6875
1193,60,5.375,4.6875
1194,60,5.03125,4.6875
1195,60,5.375,9.84375
1196,60,10.875,10.1875
1197,60,5.375,4.6875
1198,60,5.03125,4.6875
1199,60,5.71875,12.59375
1200,60,5.375,5.375
1201,60,5.375,10.1875
1202,60,5.03125,4.6875
1203,60,5.03125,4.6875
1204,60,5.03125,4.6875
1205,60,6.0625,7.4375
1206,60,5.03125,4.6875
1207,60,5.03125,4.6875
1208,60,5.03125,4.6875
1209,60,5.03125,4.6875
1210,60,5.71875,4.6875
1211,60,11.5625,9.5
1212,60,10.1875,4.6875
1213,60,9.15625,9.15625
1214,60,5.03125,4.6875
1215,60,5.03125,4.6875
1216,60,5.03125,4.6875
1217,60,5.03125,4.6875
1218,60,5.375,4.6875
1219,60,5.03125,4.6875
1220,60,11.5625,9.5
1221,60,5.71875,4.6875
1222,60,14.3125,4.6875
1223,60,5.375,4.6875
1224,60,5.375,4.6875
1225,60,10.53125,8.8125
1226,60,5.375,4.6875
1227,60,5.375,4.6875
1228,60,13.96875,6.75
1229,60,5.375,4.6875
1230,60,5.03125,4.6875
1231,60,9.84375,4.6875
1232,60,9.5,4.6875
1233,60,5.375,5.71875
1234,60,5.03125,4.6875
1235,60,5.71875,4.6875
1236,60,5.71875,4.6875
1237,60,5.03125,4.6875
1238,60,5.03125,4.6875
1239,60,5.03125,4.6875
1240,60,5.03125,4.6875
1241,60,5.71875,6.75
1242,60,5.03125,4.6875
1243,60,5.03125,5.03125
1244,60,5.375,4.6875
1245,60,5.03125,4.6875
1246,60,5.375,4.6875
1247,60,11.21875,4.6875
1248,60,5.375,9.84375
1249,60,5.375,4.6875
1250,60,8.125,7.09375
1251,60,5.03125,4.6875
1252,60,5.03125,4.6875
1253,60,5.03125,4.6875
1254,60,11.21875,10.1875
1255,60,10.875,11.5625
1256,60,5.03125,4.6875
1257,60,5.03125,4.6875
1258,60,5.375,4.6875
1259,60,5.375,4.6875
1260,60,5.03125,4.6875
1261,60,5.03125,4.6875
1262,60,5.375,9.5
1263,60,10.53125,4.6875
1264,60,5.375,10.1875
1265,60,5.375,4.6875
1266,60,5.03125,4.6875
1267,60,11.21875,4.6875
1268,60,5.03125,4.6875
1269,60,5.03125,5.03125
1270,60,13.625,6.0625
1271,60,5.03125,4.6875
1272,60,5.03125,4.6875
1273,60,13.625,6.0625
1274,60,5.03125,4.6875
1275,60,5.03125,4.6875
1276,60,5.03125,4.6875
1277,60,5.375,4.6875
1278,60,13.96875,4.6875
1279,60,5.375,4.6875
1280,60,5.375,4.6875
1281,60,5.03125,4.6875
1282,60,5.03125,4.6875
1283,60,5.375,4.6875
1284,60,10.875,11.5625
1285,60,5.03125,4.6875
1286,60,5.03125,4.6875
1287,60,5.03125,4.6875
1288,60,5.03125,4.6875
1289,60,5.375,4.6875
1290,60,5.375,4.6875
1291,60,5.03125,4.6875
1292,60,5.375,5.375
1293,60,5.03125,4.6875
1294,60,5.375,4.6875
1295,60,10.875,10.1875
1296,60,5.03125,4.6875
1297,60,5.375,4.6875
1298,60,5.375,4.6875
1299,60,5.03125,4.6875
1300,60,12.25,8.8125
1301,60,5.03125,4.6875
1302,60,5.375,4.6875
1303,60,5.375,4.6875
1304,60,5.375,4.6875
1305,60,5.71875,4.6875
1306,60,8.8125,4.6875
1307,60,13.96875,6.0625
1308,60,5.03125,5.03125
1309,60,5.375,9.84375
1310,60,5.71875,4.6875
1311,60,5.03125,4.6875
1312,60,5.03125,4.6875
1313,60,5.375,4.6875
1314,60,5.03125,4.6875
1315,60,5.71875,5.71875
1316,60,5.71875,4.6875
1317,60,5.03125,4.6875
1318,60,5.03125,4.6875
1319,60,6.0625,4.6875
1320,60,10.53125,4.6875
1321,60,5.03125,4.6875
1322,60,5.03125,4.6875
1323,60,5.03125,4.6875
1324,60,5.375,4.6875
1325,60,5.375,9.15625
1326,60,5.03125,4.6875
1327,60,5.03125,4.6875
1328,60,5.375,4.6875
1329,60,5.375,4.6875
1330,60,11.5625,4.6875
1331,60,13.96875,4.6875
1332,60,5.375,4.6875
1333,60,5.03125,4.6875
1334,60,5.71875,4.6875
1335,60,5.03125,4.6875
1336,60,10.875,11.5625
1337,60,5.375,4.6875
1338,60,5.03125,4.6875
1339,60,5.375,4.6875
1340,60,5.03125,4.6875
1341,60,6.0625,4.6875
1342,60,5.03125,4.6875
1343,60,5.375,4.6875
1344,60,5.03125,4.6875
1345,60,5.03125,4.6875
1346,60,10.53125,10.53125
1347,60,10.875,10.1875
1348,60,6.0625,4.6875
1349,60,11.21875,9.84375
1350,60,5.03125,4.6875
1351,60,5.03125,9.5
1352,60,5.03125,5.03125
1353,60,5.03125,4.6875
1354,60,5.375,5.375
1355,60,5.375,4.6875
1356,60,5.03125,4.6875
1357,60,5.375,5.375
1358,60,5.375,4.6875
1359,60,5.71875,4.6875
1360,60,5.71875,4.6875
1361,60,11.21875,4.6875
1362,60,5.03125,11.5625
1363,60,5.375,4.6875
1364,60,5.03125,10.53125
1365,60,5.03125,4.6875
1366,60,5.03125,4.6875
1367,60,5.375,5.03125
1368,60,5.375,9.5
1369,60,5.03125,4.6875
1370,60,5.03125,4.6875
1371,60,5.03125,4.6875
1372,60,5.375,4.6875
1373,60,5.375,4.6875
1374,60,11.90625,9.5
1375,60,5.03125,4.6875
1376,60,5.03125,4.6875
1377,60,11.21875,9.84375
1378,60,5.375,4.6875
1379,60,11.21875,9.84375
1380,60,5.03125,4.6875
1381,60,5.03125,4.6875
1382,60,5.03125,4.6875
1383,60,11.21875,9.84375
1384,60,10.53125,10.53125
1385,60,5.375,4.6875
1386,60,5.03125,4.6875
1387,60,5.03125,4.6875
1388,60,5.03125,4.6875
1389,60,5.03125,4.6875
1390,60,5.375,4.6875
1391,60,6.0625,4.6875
1392,60,5.375,9.84375
1393,60,5.03125,4.6875
1394,60,5.03125,4.6875
1395,60,5.03125,4.6875
1396,60,5.375,4.6875
1397,60,12.9375,4.6875
1398,60,5.03125,4.6875
1399,60,5.375,4.6875
1400,60,5.03125,4.6875
1401,60,5.375,4.6875
1402,60,5.03125,4.6875
1403,60,5.03125,4.6875
1404,60,5.03125,4.6875
1405,60,5.375,4.6875
1406,60,5.375,4.6875
1407,60,5.03125,4.6875
1408,60,5.375,5.375
1409,60,5.03125,4.6875
1410,60,5.375,9.5
1411,60,5.03125,4.6875
1412,60,11.21875,9.84375
1413,60,7.4375,4.6875
1414,60,5.03125,4.6875
1415,60,7.4375,6.40625
1416,60,5.71875,4.6875
1417,60,5.03125,4.6875
1418,60,5.03125,4.6875
1419,60,7.09375,4.6875
1420,60,5.375,4.6875
1421,60,5.03125,4.6875
1422,60,5.375,4.6875
1423,60,6.0625,8.125
1424,60,5.375,9.15625
1425,60,5.375,4.6875
1426,60,5.03125,4.6875
1427,60,5.375,4.6875
1428,60,5.375,9.84375
1429,60,5.375,4.6875
1430,60,10.53125,10.53125
1431,60,5.03125,4.6875
1432,60,9.84375,5.71875
1433,60,8.8125,4.6875
1434,60,5.03125,4.6875
1435,60,7.09375,6.0625
1436,60,5.71875,10.53125
1437,60,5.03125,5.03125
1438,60,5.375,4.6875
1439,60,9.5,4.6875
1440,60,12.25,4.6875
1441,60,5.375,4.6875
1442,60,10.875,10.1875
1443,60,5.03125,4.6875
1444,60,5.375,4.6875
1445,60,5.03125,4.6875
1446,60,5.375,4.6875
1447,60,5.375,9.15625
1448,60,5.03125,4.6875
1449,60,5.03125,4.6875
1450,60,5.375,4.6875
1451,60,5.375,4.6875
1452,60,5.03125,4.6875
1453,60,13.625,6.0625
1454,60,5.03125,4.6875
1455,60,5.375,9.84375
1456,60,5.03125,4.6875
1457,60,5.03125,4.6875
1458,60,5.375,9.84375
1459,60,10.1875,4.6875
1460,60,5.03125,4.6875
1461,60,11.5625,9.5
1462,60,5.03125,4.6875
1463,60,5.375,4.6875
1464,60,5.03125,4.6875
1465,60,8.8125,4.6875
1466,60,5.03125,4.6875
1467,60,5.03125,4.6875
1468,60,6.75,4.6875
1469,60,5.03125,9.5
1470,60,5.03125,4.6875
1471,60,5.03125,4.6875
1472,60,5.03125,4.6875
1473,60,5.71875,4.6875
1474,60,5.03125,4.6875
1475,60,5.03125,4.6875
1476,60,5.03125,4.6875
1477,60,5.375,4.6875
1478,60,5.375,4.6875
1479,60,5.03125,4.6875
1480,60,5.375,5.71875
1481,60,5.375,4.6875
1482,60,10.1875,9.15625
1483,60,11.21875,9.84375
1484,60,5.375,4.6875
1485,60,5.03125,4.6875
1486,60,13.625,4.6875
1487,60,6.40625,8.125
1488,60,9.15625,7.78125
1489,60,5.03125,9.5
1490,60,5.03125,4.6875
1491,60,14.3125,4.6875
1492,60,5.71875,4.6875
1493,60,5.71875,4.6875
1494,60,11.90625,9.5
1495,60,8.125,4.6875
1496,60,11.5625,8.8125
1497,60,11.90625,9.15625
1498,60,5.03125,4.6875
1499,60,10.875,10.1875
1500,60,5.03125,4.6875
1501,60,5.03125,4.6875
1502,60,5.03125,4.6875
1503,60,5.03125,4.6875
1504,60,5.375,4.6875
1505,60,11.21875,9.84375
1506,60,6.0625,5.71875
1507,60,5.03125,4.6875
1508,60,5.375,4.6875
1509,60,5.375,4.6875
1510,60,5.03125,4.6875
1511,60,10.875,11.5625
1512,60,5.375,4.6875
1513,60,9.15625,5.03125
1514,60,5.375,9.84375
1515,60,10.875,11.5625
1516,60,11.90625,9.5
1517,60,5.03125,4.6875
1518,60,5.03125,4.6875
1519,60,5.375,10.53125
1520,60,5.375,4.6875
1521,60,5.375,4.6875
1522,60,5.375,4.6875
1523,60,5.03125,4.6875
1524,60,5.375,4.6875
1525,60,10.53125,4.6875
1526,60,10.1875,4.6875
1527,60,13.96875,4.6875
1528,60,5.03125,4.6875
1529,60,5.03125,4.6875
1530,60,7.4375,6.40625
1531,60,5.375,10.1875
1532,60,5.375,4.6875
1533,60,5.03125,4.6875
1534,60,5.71875,4.6875
1535,60,5.03125,5.03125
1536,60,5.375,4.6875
1537,60,11.21875,9.84375
1538,60,5.03125,4.6875
1539,60,5.375,4.6875
1540,60,5.03125,4.6875
1541,60,5.03125,4.6875
1542,60,5.03125,4.6875
1543,60,5.03125,4.6875
1544,60,5.375,4.6875
1545,60,5.03125,4.6875
1546,60,10.875,11.5625
1547,60,12.59375,4.6875
1548,60,5.375,4.6875
1549,60,5.375,4.6875
1550,60,11.5625,9.84375
1551,60,5.375,5.71875
1552,60,5.03125,4.6875
1553,60,5.375,4.6875
1554,60,5.03125,4.6875
1555,60,5.03125,4.6875
1556,60,5.71875,4.6875
1557,60,5.03125,4.6875
1558,60,5.03125,4.6875
1559,60,5.03125,4.6875
1560,60,9.84375,4.6875
1561,60,5.375,4.6875
1562,60,5.375,4.6875
1563,60,5.03125,4.6875
1564,60,5.03125,4.6875
1565,60,5.375,4.6875
1566,60,5.375,4.6875
1567,60,5.03125,9.5
1568,60,5.375,4.6875
1569,60,5.03125,4.6875
1570,60,5.375,4.6875
1571,60,10.875,11.5625
1572,60,5.03125,4.6875
1573,60,5.375,10.1875
1574,60,12.59375,4.6875
1575,60,5.03125,9.5
1576,60,5.03125,4.6875
1577,60,5.71875,4.6875
1578,60,5.03125,5.03125
1579,60,11.21875,10.1875
1580,60,5.03125,4.6875
1581,60,5.375,10.1875
1582,60,6.0625,4.6875
1583,60,9.5,7.78125
1584,60,11.21875,9.84375
1585,60,5.03125,4.6875
1586,60,5.03125,4.6875
1587,60,5.375,4.6875
1588,60,5.03125,4.6875
1589,60,5.03125,4.6875
1590,60,5.375,4.6875
1591,60,5.375,4.6875
1592,60,5.375,4.6875
1593,60,5.03125,4.6875
1594,60,5.03125,4.6875
1595,60,5.03125,4.6875
1596,60,9.5,10.53125
1597,60,10.53125,10.1875
1598,60,5.03125,4.6875
1599,60,11.21875,11.21875
1600,60,5.03125,4.6875
1601,60,5.71875,4.6875
1602,60,5.03125,4.6875
1603,60,5.375,4.6875
1604,60,5.03125,4.6875
1605,60,5.375,4.6875
1606,60,5.375,4.6875
1607,60,5.03125,4.6875
1608,60,13.96875,6.0625
1609,60,5.71875,4.6875
1610,60,5.375,4.6875
1611,60,5.03125,4.6875
1612,60,5.375,4.6875
1613,60,5.375,4.6875
1614,60,5.375,4.6875
1615,60,5.375,4.6875
1616,60,5.375,4.6875
1617,60,5.375,4.6875
1618,60,5.03125,4.6875
1619,60,5.71875,4.6875
1620,60,5.71875,4.6875
1621,60,5.03125,4.6875
1622,60,5.03125,4.6875
1623,60,5.71875,4.6875
1624,60,9.5,7.78125
1625,60,5.375,4.6875
1626,60,5.375,4.6875
1627,60,10.1875,4.6875
1628,60,5.375,4.6875
1629,60,7.4375,4.6875
1630,60,10.875,10.1875
1631,60,5.03125,4.6875
1632,60,5.03125,4.6875
1633,60,5.03125,4.6875
1634,60,10.53125,10.53125
1635,60,5.375,4.6875
1636,60,5.03125,4.6875
1637,60,5.71875,4.6875
1638,60,5.03125,4.6875
1639,60,5.03125,5.03125
1640,60,5.03125,4.6875
1641,60,10.875,11.5625
1642,60,5.03125,4.6875
1643,60,9.5,5.71875
1644,60,5.03125,5.375
1645,60,5.03125,4.6875
1646,60,10.875,11.5625
1647,60,5.03125,4.6875
1648,60,13.96875,7.09375
1649,60,5.03125,10.53125
1650,60,10.53125,4.6875
1651,60,5.71875,4.6875
1652,60,5.03125,4.6875
1653,60,5.03125,4.6875
1654,60,14.3125,4.6875
1655,60,5.03125,4.6875
1656,60,5.375,4.6875
1657,60,5.03125,4.6875
1658,60,10.875,10.1875
1659,60,5.03125,4.6875
1660,60,5.375,9.5
1661,60,5.375,4.6875
1662,60,5.03125,4.6875
1663,60,7.4375,6.40625
1664,60,5.71875,4.6875
1665,60,5.03125,4.6875
1666,60,5.375,4.6875
1667,60,5.03125,4.6875
1668,60,5.03125,4.6875
1669,60,5.03125,5.03125
1670,60,5.03125,4.6875
1671,60,5.375,4.6875
1672,60,5.03125,4.6875
1673,60,5.03125,4.6875
1674,60,5.03125,4.6875
1675,60,5.03125,4.6875
1676,60,5.375,4.6875
1677,60,5.375,9.84375
1678,60,5.03125,5.03125
1679,60,11.21875,9.84375
1680,60,6.0625,8.8125
1681,60,8.125,9.5
1682,60,5.03125,4.6875
1683,60,5.03125,4.6875
1684,60,5.03125,4.6875
1685,60,11.21875,9.84375
1686,60,9.84375,9.5
1687,60,5.375,4.6875
1688,60,9.15625,9.15625
1689,60,5.375,4.6875
1690,60,5.03125,4.6875
1691,60,5.375,4.6875
1692,60,5.375,10.1875
1693,60,5.375,10.1875
1694,60,6.0625,5.03125
